Date,Close/Last,Volume,Open,High,Low
04/03/2024,$82.40,2133289,$81.56,$84.31,$80.8154
04/02/2024,$82.87,3088664,$84.32,$85.16,$81.43
04/01/2024,$86.79,2209956,$87.58,$87.82,$85.05
03/28/2024,$87.91,4019279,$90.46,$92.01,$85.7866
03/27/2024,$90.31,3848987,$91.65,$93.10,$88.55
03/26/2024,$90.81,5038190,$90.71,$94.04,$88.96
03/25/2024,$88.41,3896212,$86.89,$91.598,$86.89
03/22/2024,$85.94,2969872,$87.02,$87.71,$84.40
03/21/2024,$87.71,4603212,$86.06,$89.96,$85.765
03/20/2024,$86.42,6698474,$80.21,$86.45,$79.52
03/19/2024,$78.88,4615091,$78.585,$80.60,$76.1196
03/18/2024,$80.79,3805459,$80.14,$83.06,$78.64
03/15/2024,$79.58,7896795,$75.91,$82.27,$74.42
03/14/2024,$76.68,3557901,$78.55,$79.71,$75.56
03/13/2024,$79.67,3074289,$76.39,$80.73,$76.39
03/12/2024,$76.28,4941997,$80.47,$80.96,$75.34
03/11/2024,$78.10,4977066,$84.285,$84.64,$77.97
03/08/2024,$85.30,11706700,$86.15,$90.48,$82.50
03/07/2024,$79.47,5516368,$78.305,$81.4714,$76.66
03/06/2024,$77.81,4406467,$79.15,$81.07,$77.50
03/05/2024,$77.33,4920785,$80.61,$81.26,$75.80
03/04/2024,$81.54,5465027,$80.945,$84.59,$80.17
03/01/2024,$82.96,8344244,$76.647,$83.7825,$75.41
02/29/2024,$75.93,5805519,$78.21,$79.40,$74.54
02/28/2024,$75.47,8229627,$78.70,$82.2013,$74.83
02/27/2024,$80.42,22997440,$72.025,$83.3699,$72.025
02/26/2024,$69.88,14796610,$66.97,$75.75,$66.97
02/23/2024,$69.23,39061170,$67.835,$76.33,$66.45
02/22/2024,$52.41,12148430,$49.74,$53.33,$49.3801
02/21/2024,$49.40,6138158,$50.79,$52.045,$48.15
02/20/2024,$51.81,5741408,$51.00,$52.27,$49.10
02/16/2024,$52.48,7503656,$55.17,$55.4875,$51.94
02/15/2024,$57.62,8060510,$54.42,$57.89,$53.48
02/14/2024,$54.16,6321491,$53.19,$54.78,$52.71
02/13/2024,$51.97,6424179,$51.69,$53.40,$50.15
02/12/2024,$55.28,6184370,$53.68,$57.58,$53.50
02/09/2024,$53.13,6847252,$53.10,$53.84,$50.53
02/08/2024,$52.39,8154138,$48.32,$52.56,$47.54
02/07/2024,$48.09,6337515,$48.71,$48.9299,$46.38
02/06/2024,$48.19,9983103,$44.46,$48.26,$43.87
02/05/2024,$43.80,4466550,$42.16,$43.994,$41.75
02/02/2024,$43.45,4782090,$40.91,$44.4398,$40.44
02/01/2024,$42.53,5970223,$43.48,$44.16,$40.2092
01/31/2024,$43.06,5891470,$43.495,$46.69,$42.76
01/30/2024,$44.14,3483755,$44.25,$45.50,$43.75
01/29/2024,$44.92,5619085,$41.90,$45.057,$41.3019
01/26/2024,$41.80,4432083,$41.72,$42.77,$40.621
01/25/2024,$41.00,5052140,$42.61,$43.20,$40.85
01/24/2024,$42.03,4715669,$47.06,$47.16,$42.02
01/23/2024,$45.54,6064053,$49.11,$49.22,$45.17
01/22/2024,$48.35,9056893,$46.31,$50.20,$46.30
01/19/2024,$44.92,6995104,$43.10,$45.43,$41.91
01/18/2024,$42.84,4603485,$43.00,$43.17,$41.62
01/17/2024,$42.21,3834103,$40.75,$42.31,$40.70
01/16/2024,$42.29,4411514,$41.65,$43.20,$41.21
01/12/2024,$42.78,5230025,$45.66,$46.73,$42.71
01/11/2024,$46.04,6109791,$45.75,$46.70,$43.29
01/10/2024,$46.74,5443934,$46.73,$47.28,$44.64
01/09/2024,$47.16,4589684,$47.01,$48.74,$46.35
01/08/2024,$48.33,4673102,$46.74,$49.03,$46.31
01/05/2024,$46.87,5449323,$45.17,$48.37,$44.50
01/04/2024,$46.59,5285931,$46.20,$47.47,$45.23
01/03/2024,$46.69,6605015,$46.50,$47.9773,$45.60
01/02/2024,$48.87,7625355,$51.61,$51.619,$48.11
12/29/2023,$52.94,5944094,$54.66,$55.4597,$52.44
12/28/2023,$54.91,7229332,$53.53,$56.5999,$53.25
12/27/2023,$54.39,8053400,$54.20,$55.7395,$52.15
12/26/2023,$53.56,10228280,$55.64,$55.90,$52.12
12/22/2023,$54.74,12778170,$59.12,$60.4941,$54.73
12/21/2023,$58.21,10834970,$58.65,$59.63,$55.76
12/20/2023,$55.45,17349260,$59.11,$62.5899,$55.42
12/19/2023,$59.80,18958930,$58.17,$61.61,$57.5108
12/18/2023,$55.68,13679870,$51.00,$55.87,$49.90
12/15/2023,$51.40,12105700,$50.99,$52.68,$49.5606
12/14/2023,$50.62,23785290,$45.61,$54.35,$45.61
12/13/2023,$45.07,13409880,$39.60,$45.45,$38.41
12/12/2023,$39.50,10358760,$40.44,$41.96,$37.47
12/11/2023,$39.83,7254168,$39.94,$40.98,$38.611
12/08/2023,$40.26,13283810,$37.88,$41.3397,$37.67
12/07/2023,$37.90,5668960,$37.19,$38.66,$36.53
12/06/2023,$37.38,8046519,$39.66,$40.449,$36.70
12/05/2023,$38.76,9545284,$38.76,$40.39,$37.34
12/04/2023,$40.07,22337450,$38.36,$42.12,$37.52
12/01/2023,$35.20,12071210,$31.02,$35.98,$29.84
11/30/2023,$31.32,5749803,$32.52,$32.55,$30.92
11/29/2023,$32.01,9913843,$32.67,$35.72,$31.96
11/28/2023,$31.62,5383952,$30.74,$31.78,$29.91
11/27/2023,$30.93,4891316,$31.19,$31.9184,$30.31
11/24/2023,$31.41,2032914,$31.22,$31.74,$30.43
11/22/2023,$31.35,4268102,$31.64,$32.00,$30.94
11/21/2023,$31.18,6410510,$32.11,$32.989,$30.60
11/20/2023,$33.12,6297190,$32.30,$33.6999,$31.9501
11/17/2023,$32.03,6081332,$31.98,$32.79,$31.06
11/16/2023,$32.36,11616960,$33.32,$33.69,$31.02
11/15/2023,$34.16,12827440,$33.60,$36.47,$33.02
11/14/2023,$33.21,13762940,$31.38,$34.04,$30.82
11/13/2023,$28.64,5153928,$28.89,$29.6485,$27.75
11/10/2023,$29.19,6693354,$30.70,$30.72,$28.0616
11/09/2023,$30.44,8497797,$34.40,$34.54,$29.89
11/08/2023,$33.99,8093876,$34.00,$34.87,$33.0109
11/07/2023,$34.17,8786495,$33.03,$34.48,$31.45
11/06/2023,$33.23,9501332,$32.99,$33.65,$31.04
11/03/2023,$32.28,20103720,$28.70,$35.00,$28.29
11/02/2023,$29.92,13893160,$28.33,$30.58,$28.11
11/01/2023,$25.99,9312684,$26.51,$26.54,$25.09
10/31/2023,$27.00,4757298,$27.80,$27.83,$26.91
10/30/2023,$27.52,5084463,$28.97,$29.01,$27.42
10/27/2023,$28.58,6301030,$29.63,$29.825,$27.87
10/26/2023,$29.10,5904396,$29.40,$30.40,$28.61
10/25/2023,$29.47,5648180,$31.27,$31.32,$29.02
10/24/2023,$31.68,5498256,$31.99,$33.38,$31.35
10/23/2023,$31.75,5117415,$30.50,$32.6465,$29.90
10/20/2023,$31.07,5197475,$31.45,$32.09,$30.78
10/19/2023,$31.59,5211274,$32.49,$33.185,$31.32
10/18/2023,$32.46,5318722,$33.77,$34.21,$31.68
10/17/2023,$34.49,4922131,$33.99,$35.55,$33.75
10/16/2023,$34.61,4885266,$34.12,$35.165,$32.69
10/13/2023,$33.87,6002291,$34.01,$35.07,$33.2201
10/12/2023,$33.87,11593990,$36.23,$36.542,$32.92
10/11/2023,$37.87,6097221,$39.46,$39.9824,$36.92
10/10/2023,$39.04,8039235,$39.21,$41.01,$38.25
10/09/2023,$38.87,5800113,$36.76,$39.22,$36.27
10/06/2023,$37.65,7012251,$34.87,$38.2775,$34.541
10/05/2023,$35.74,8289319,$37.66,$37.84,$34.71
10/04/2023,$37.63,5479839,$38.48,$38.94,$37.07
10/03/2023,$38.21,7310500,$38.70,$39.42,$36.67
10/02/2023,$39.25,7321461,$41.50,$42.41,$38.32
09/29/2023,$41.98,7899056,$42.49,$42.84,$40.94
09/28/2023,$41.24,7386543,$38.315,$41.7212,$38.26
09/27/2023,$40.83,7217700,$40.325,$41.78,$39.89
09/26/2023,$39.53,6880416,$39.30,$40.80,$38.73
09/25/2023,$40.25,7133985,$41.28,$42.65,$39.78
09/22/2023,$41.99,7881870,$43.885,$45.37,$41.97
09/21/2023,$42.90,7300155,$43.875,$44.50,$41.90
09/20/2023,$43.71,9398483,$47.88,$49.1397,$43.62
09/19/2023,$47.50,13385780,$52.28,$53.07,$46.01
09/18/2023,$51.95,12129450,$52.66,$55.14,$50.70
09/15/2023,$52.20,18086470,$55.56,$56.40,$51.12
09/14/2023,$55.86,24358950,$49.47,$56.80,$49.44
09/13/2023,$49.23,7451181,$50.09,$51.1286,$48.33
09/12/2023,$50.80,12242800,$49.95,$53.77,$49.4049
09/11/2023,$50.81,9788628,$47.33,$51.69,$46.8901
09/08/2023,$46.96,5946926,$47.48,$48.14,$46.02
09/07/2023,$47.63,6160729,$49.28,$49.28,$47.02
09/06/2023,$50.51,7281409,$49.48,$51.68,$48.88
09/05/2023,$49.84,8819498,$49.84,$51.0651,$48.47
09/01/2023,$50.85,10614690,$50.56,$52.62,$49.6813
08/31/2023,$50.35,10797060,$49.88,$51.44,$48.0801
08/30/2023,$49.71,12882500,$47.57,$51.0699,$46.25
08/29/2023,$47.40,10399740,$44.47,$47.8699,$43.58
08/28/2023,$45.37,13120420,$41.79,$45.73,$41.30
08/25/2023,$41.20,10573460,$37.85,$41.60,$37.85
08/24/2023,$37.76,7426575,$40.47,$40.8351,$36.80
08/23/2023,$40.28,7047617,$37.76,$41.00,$37.53
08/22/2023,$38.37,8388421,$41.00,$41.40,$37.00
08/21/2023,$40.34,7793591,$39.42,$40.98,$38.24
08/18/2023,$39.21,8862649,$36.79,$39.85,$36.60
08/17/2023,$37.24,6958058,$37.90,$38.3988,$36.42
08/16/2023,$38.06,6809687,$38.92,$39.78,$37.80
08/15/2023,$39.32,7085508,$40.785,$41.70,$38.705
08/14/2023,$41.09,8484292,$39.95,$41.68,$38.55
08/11/2023,$41.10,12337250,$38.53,$42.20,$38.20
08/10/2023,$39.46,14142930,$41.86,$43.74,$38.39
08/09/2023,$41.44,16882680,$47.51,$47.97,$41.41
08/08/2023,$44.01,7227587,$44.06,$44.47,$42.59
08/07/2023,$44.81,10607770,$46.28,$46.43,$42.60
08/04/2023,$45.44,15388160,$52.25,$53.11,$45.15
08/03/2023,$51.79,20200890,$51.09,$53.31,$49.40
08/02/2023,$51.85,26691680,$48.15,$51.88,$46.65
08/01/2023,$49.11,19415480,$44.66,$49.80,$44.00
07/31/2023,$45.95,14925110,$42.99,$46.30,$42.5301
07/28/2023,$44.02,23758530,$42.54,$45.60,$40.8743
07/27/2023,$40.46,16844410,$43.65,$44.34,$39.70
07/26/2023,$43.75,17293400,$44.50,$45.58,$42.60
07/25/2023,$44.11,20681390,$46.35,$48.40,$43.91
07/24/2023,$46.24,22073590,$45.80,$47.73,$43.01
07/21/2023,$45.62,29762600,$47.14,$49.25,$43.64
07/20/2023,$46.73,46125500,$53.37,$57.19,$45.10
07/19/2023,$55.80,119949000,$53.99,$56.92,$47.10
07/18/2023,$39.80,38800430,$36.60,$42.27,$36.32
07/17/2023,$36.53,21073720,$37.77,$39.90,$36.19
07/14/2023,$37.70,29238140,$36.89,$41.28,$35.5705
07/13/2023,$37.68,45335270,$35.67,$39.43,$34.60
07/12/2023,$38.89,72824850,$37.39,$44.64,$35.5931
07/11/2023,$35.57,42291210,$34.41,$37.58,$32.82
07/10/2023,$34.27,48778060,$29.36,$34.59,$28.12
07/07/2023,$29.45,29353070,$24.85,$29.81,$24.68
07/06/2023,$24.32,13209230,$25.30,$25.68,$23.43
07/05/2023,$25.85,13080490,$26.49,$26.82,$24.45
07/03/2023,$25.80,7548178,$25.90,$26.35,$25.20
06/30/2023,$25.92,19393070,$26.78,$27.45,$25.15
06/29/2023,$25.74,28142990,$29.01,$29.13,$24.66
06/28/2023,$28.03,34977750,$23.72,$28.395,$23.66
06/27/2023,$24.30,19206840,$21.85,$24.51,$21.15
06/26/2023,$20.91,12252680,$21.64,$22.33,$20.60
06/23/2023,$21.41,29615300,$24.99,$25.87,$21.40
06/22/2023,$25.54,20433170,$23.79,$25.97,$23.07
06/21/2023,$24.17,19327180,$23.74,$25.225,$22.61
06/20/2023,$23.52,23423930,$24.935,$26.8572,$23.1125
06/16/2023,$25.32,34829330,$27.25,$28.52,$24.43
06/15/2023,$26.38,44798260,$22.73,$27.54,$22.22
06/14/2023,$23.40,27648340,$23.08,$24.60,$22.52
06/13/2023,$23.51,40972010,$22.12,$24.18,$21.07
06/12/2023,$21.26,52972890,$18.50,$21.97,$18.46
06/09/2023,$19.07,100190700,$25.49,$27.33,$18.70
06/08/2023,$24.23,175781000,$18.82,$26.09,$17.63
06/07/2023,$15.53,22190990,$15.31,$16.48,$15.05
06/06/2023,$14.78,16493970,$14.75,$15.25,$14.32
06/05/2023,$15.00,14255820,$15.80,$16.45,$14.89
06/02/2023,$15.68,31166550,$14.98,$16.23,$14.53
06/01/2023,$15.80,49998270,$13.80,$16.93,$13.16
05/31/2023,$12.92,17723470,$13.21,$13.25,$12.0615
05/30/2023,$13.72,30834540,$12.41,$14.07,$12.23
05/26/2023,$11.74,13380870,$10.89,$11.97,$10.70
05/25/2023,$10.94,13035670,$12.10,$12.10,$10.675
05/24/2023,$11.53,14133940,$11.76,$12.03,$10.88
05/23/2023,$11.91,26085960,$11.58,$13.13,$11.42
05/22/2023,$11.47,13226870,$10.765,$11.74,$10.335
05/19/2023,$10.74,15824870,$11.895,$12.41,$10.27
05/18/2023,$11.96,15801230,$11.66,$12.65,$11.55
05/17/2023,$11.80,14589190,$10.80,$11.86,$10.20
05/16/2023,$10.60,9730651,$11.41,$11.4899,$10.60
05/15/2023,$11.58,13661090,$10.425,$11.595,$10.16
05/12/2023,$10.50,16658100,$11.87,$11.87,$10.23
05/11/2023,$11.96,23912280,$12.99,$13.25,$11.64
05/10/2023,$13.15,41742210,$12.15,$13.70,$11.83
05/09/2023,$11.85,56630190,$10.84,$13.28,$10.65
05/08/2023,$11.30,51247680,$9.11,$11.70,$8.86
05/05/2023,$8.96,79373780,$10.03,$11.19,$8.76
05/04/2023,$7.20,17286210,$7.10,$7.43,$6.92
05/03/2023,$7.07,7313940,$7.12,$7.51,$7.0098
05/02/2023,$7.22,10817780,$6.79,$7.34,$6.70
05/01/2023,$6.93,10415030,$7.29,$7.50,$6.70
04/28/2023,$6.94,8230056,$7.22,$7.46,$6.855
04/27/2023,$7.34,7309101,$7.56,$7.63,$7.23
04/26/2023,$7.52,5008714,$7.74,$7.85,$7.43
04/25/2023,$7.55,8616976,$8.33,$8.47,$7.45
04/24/2023,$8.37,8456276,$8.10,$8.695,$8.0001
04/21/2023,$8.14,5858820,$7.97,$8.29,$7.73
04/20/2023,$8.00,8496151,$8.30,$8.51,$7.91
04/19/2023,$8.63,7126693,$8.60,$8.8426,$8.295
04/18/2023,$8.80,6657147,$9.22,$9.285,$8.76
04/17/2023,$9.06,6898195,$8.91,$9.2192,$8.68
04/14/2023,$8.97,8468951,$9.47,$9.80,$8.68
04/13/2023,$9.37,8280968,$9.27,$9.77,$9.201
04/12/2023,$9.24,15731980,$10.13,$10.32,$8.79
04/11/2023,$9.76,22071720,$9.79,$10.85,$9.60
04/10/2023,$9.31,8839775,$9.00,$9.35,$8.62
04/06/2023,$9.01,7071886,$8.37,$9.03,$8.16
04/05/2023,$8.50,8720154,$9.38,$9.38,$8.39
04/04/2023,$9.50,9428188,$9.44,$9.72,$8.93
04/03/2023,$9.29,13477580,$9.64,$10.16,$9.085
03/31/2023,$9.79,13497450,$8.90,$9.79,$8.77
03/30/2023,$8.83,15922060,$8.08,$9.00,$8.0748
03/29/2023,$7.87,6442026,$7.47,$7.90,$7.3616
03/28/2023,$7.36,6727886,$7.57,$7.73,$7.21
03/27/2023,$7.62,7406758,$8.35,$8.445,$7.57
03/24/2023,$8.19,8151871,$8.18,$8.47,$7.95
03/23/2023,$8.35,18692070,$8.63,$9.47,$7.87
03/22/2023,$8.43,48636590,$10.15,$10.25,$8.40
03/21/2023,$7.93,9893326,$7.19,$8.09,$7.18
03/20/2023,$7.07,9252421,$7.43,$7.82,$6.87
03/17/2023,$7.65,13091100,$7.21,$7.90,$7.02
03/16/2023,$7.41,11722000,$6.92,$7.585,$6.63
03/15/2023,$7.05,9637674,$6.70,$7.1774,$6.45
03/14/2023,$6.83,12058290,$7.73,$8.00,$6.61
03/13/2023,$7.48,11063950,$7.02,$7.61,$6.86
03/10/2023,$7.31,15306590,$8.35,$8.40,$7.17
03/09/2023,$8.44,9779311,$8.70,$9.31,$8.32
03/08/2023,$8.85,7403988,$8.90,$9.22,$8.62
03/07/2023,$8.88,10801300,$9.18,$9.5592,$8.78
03/06/2023,$9.11,10773010,$10.13,$10.38,$9.0901
03/03/2023,$10.09,14166840,$9.41,$10.25,$9.3201
03/02/2023,$9.47,15334080,$8.58,$9.73,$8.42
03/01/2023,$8.91,11435430,$9.50,$9.57,$8.69
02/28/2023,$9.42,20225030,$8.68,$9.91,$8.6502
02/27/2023,$8.93,24503660,$8.13,$8.98,$7.85
02/24/2023,$8.01,35382550,$8.89,$9.05,$7.55
02/23/2023,$10.08,21841660,$10.40,$10.42,$9.34
02/22/2023,$10.07,13784010,$10.31,$10.815,$9.5601
02/21/2023,$10.06,19919300,$11.12,$11.76,$9.90
02/17/2023,$11.37,20798820,$11.28,$11.90,$10.88
02/16/2023,$10.92,21378210,$11.73,$12.3889,$10.91
02/15/2023,$12.69,31231890,$10.545,$12.805,$10.5203
02/14/2023,$10.72,25744940,$10.68,$11.7499,$10.06
02/13/2023,$11.02,17271130,$10.66,$11.36,$10.17
02/10/2023,$10.84,19144990,$11.665,$12.24,$10.61
02/09/2023,$11.95,36189120,$15.00,$15.40,$11.80
02/08/2023,$14.01,54973810,$13.00,$16.77,$12.77
02/07/2023,$13.19,25477480,$13.36,$13.79,$12.10
02/06/2023,$13.43,32385380,$13.96,$14.5899,$13.02
02/03/2023,$14.45,61033630,$12.95,$16.21,$12.95
02/02/2023,$14.25,148292700,$17.43,$19.874,$13.41
02/01/2023,$13.56,86425430,$10.10,$14.35,$9.85
01/31/2023,$10.17,66572040,$11.08,$11.18,$9.135
01/30/2023,$10.00,108391200,$8.35,$10.866,$8.112
01/27/2023,$7.77,36032010,$6.40,$8.09,$6.33
01/26/2023,$6.50,18975370,$6.81,$7.15,$6.15
01/25/2023,$6.43,11322470,$6.41,$6.695,$6.08
01/24/2023,$6.64,13589560,$7.08,$7.56,$6.62
01/23/2023,$7.18,25017870,$6.63,$7.39,$6.49
01/20/2023,$6.49,13553960,$6.495,$6.55,$6.06
01/19/2023,$6.38,17168090,$6.75,$6.799,$6.042
01/18/2023,$6.98,35391470,$7.68,$8.30,$6.8919
01/17/2023,$7.31,33801760,$7.21,$8.21,$6.83
01/13/2023,$7.02,67668180,$7.42,$8.44,$6.49
01/12/2023,$8.03,87408530,$5.63,$8.10,$5.16
01/11/2023,$5.50,38685720,$4.48,$5.83,$4.47
01/10/2023,$4.42,6300541,$4.38,$4.655,$4.35
01/09/2023,$4.44,9639244,$4.47,$4.79,$4.39
01/06/2023,$4.41,8401709,$4.59,$4.59,$4.23
01/05/2023,$4.55,9938393,$4.87,$4.92,$4.51
01/04/2023,$5.04,11970140,$4.66,$5.0977,$4.555
01/03/2023,$4.63,12707270,$4.81,$4.88,$4.42
12/30/2022,$4.74,11800360,$4.33,$4.75,$4.315
12/29/2022,$4.45,17261540,$3.84,$4.52,$3.82
12/28/2022,$3.83,12017930,$3.69,$3.95,$3.62
12/27/2022,$3.72,10510820,$3.94,$4.02,$3.6949
12/23/2022,$4.05,7929499,$4.08,$4.205,$3.94
12/22/2022,$4.13,17127560,$4.22,$4.26,$3.7615
12/21/2022,$4.32,13706990,$4.07,$4.535,$4.02
12/20/2022,$4.16,10576450,$4.30,$4.44,$4.06
12/19/2022,$4.42,16893220,$5.00,$5.00,$4.20
12/16/2022,$5.03,18754870,$5.30,$5.51,$4.89
12/15/2022,$5.47,27233420,$5.10,$5.88,$5.06
12/14/2022,$5.26,22428990,$4.74,$5.59,$4.74
12/13/2022,$4.83,26877060,$5.59,$5.65,$4.61
12/12/2022,$4.95,18370650,$5.12,$5.1899,$4.67
12/09/2022,$5.05,53062410,$4.55,$5.94,$4.42
12/08/2022,$4.96,70437070,$4.02,$5.24,$3.87
12/07/2022,$3.83,118483400,$4.44,$4.88,$3.55
12/06/2022,$6.71,16296910,$7.17,$7.19,$6.50
12/05/2022,$7.10,12299790,$7.97,$8.1499,$7.09
12/02/2022,$8.07,12981320,$7.80,$8.18,$7.47
12/01/2022,$8.13,22852990,$7.74,$8.62,$7.59
11/30/2022,$7.71,17127730,$7.01,$7.74,$6.79
11/29/2022,$7.34,9222503,$7.60,$7.82,$7.32
11/28/2022,$7.47,10445370,$7.80,$8.13,$7.41
11/25/2022,$7.97,9203125,$7.93,$8.28,$7.71
11/23/2022,$8.12,24668210,$7.32,$8.23,$7.03
11/22/2022,$6.80,12983560,$7.03,$7.28,$6.70
11/21/2022,$7.05,16446340,$7.67,$7.77,$6.8604
11/18/2022,$8.06,22335370,$8.59,$8.64,$7.61
11/17/2022,$8.32,15923420,$8.10,$8.48,$7.90
11/16/2022,$8.55,16513340,$9.47,$9.485,$8.54
11/15/2022,$9.93,22886770,$10.56,$10.91,$9.77
11/14/2022,$9.74,22210390,$11.56,$11.6797,$9.71
11/11/2022,$11.88,34263340,$9.11,$11.90,$8.92
11/10/2022,$9.99,40212890,$8.41,$10.42,$8.41
11/09/2022,$7.59,26808380,$7.73,$8.38,$7.26
11/08/2022,$7.36,40354400,$7.43,$7.61,$6.50
11/07/2022,$7.39,52554330,$8.77,$8.88,$6.68
11/04/2022,$8.76,71102770,$13.04,$13.50,$8.37
11/03/2022,$14.35,16169120,$13.31,$14.63,$12.74
11/02/2022,$13.47,13984730,$15.22,$15.24,$13.46
11/01/2022,$15.28,19014860,$15.26,$16.07,$14.941
10/31/2022,$13.53,12557610,$14.56,$15.09,$13.51
10/28/2022,$14.49,8569582,$14.22,$14.6999,$13.61
10/27/2022,$14.52,8891141,$15.05,$15.8399,$14.52
10/26/2022,$15.10,14143570,$14.77,$16.42,$14.71
10/25/2022,$15.28,17136000,$13.59,$15.50,$13.535
10/24/2022,$13.38,11333610,$14.07,$14.07,$12.90
10/21/2022,$14.25,12982740,$14.23,$15.10,$13.67
10/20/2022,$14.48,14042290,$14.90,$15.74,$14.25
10/19/2022,$14.99,23577250,$17.57,$17.69,$14.55
10/18/2022,$18.37,13359440,$18.66,$19.56,$18.1094
10/17/2022,$18.22,9272276,$17.93,$18.9299,$17.51
10/14/2022,$17.14,10400240,$19.45,$20.16,$17.10
10/13/2022,$18.87,11808100,$17.76,$19.47,$17.05
10/12/2022,$19.07,7789620,$18.14,$19.26,$17.42
10/11/2022,$18.32,12814630,$18.25,$19.67,$17.30
10/10/2022,$18.21,9569805,$19.25,$19.29,$17.36
10/07/2022,$19.27,11195890,$20.44,$20.45,$18.81
10/06/2022,$21.13,9050995,$21.54,$22.66,$20.585
10/05/2022,$21.55,9888407,$22.01,$22.30,$20.86
10/04/2022,$23.26,11527850,$22.89,$23.97,$22.3901
10/03/2022,$21.46,9347683,$20.41,$21.84,$19.30
09/30/2022,$20.30,10923140,$20.91,$22.17,$20.00
09/29/2022,$21.57,21989710,$24.02,$24.20,$20.53
09/28/2022,$26.87,7253083,$25.17,$27.28,$24.84
09/27/2022,$24.83,8337781,$26.11,$26.83,$24.41
09/26/2022,$24.44,6432807,$26.58,$27.68,$24.42
09/23/2022,$26.20,7517968,$26.265,$26.9957,$25.253
09/22/2022,$26.97,9198448,$30.28,$30.8199,$26.85
09/21/2022,$30.66,8686766,$31.29,$33.57,$30.4203
09/20/2022,$30.97,6343704,$32.51,$33.33,$30.91
09/19/2022,$33.45,5680222,$32.53,$34.15,$32.22
09/16/2022,$32.92,9187258,$35.12,$35.46,$32.51
09/15/2022,$37.02,6449228,$35.44,$38.48,$35.31
09/14/2022,$36.07,7182300,$36.61,$36.80,$34.26
09/13/2022,$36.81,10402980,$37.20,$38.98,$36.60
