Date,Close/Last,Volume,Open,High,Low
07/24/2023,$37.21,1734999,$35.99,$37.24,$35.87
07/21/2023,$36.06,1400613,$36.57,$36.71,$35.69
07/20/2023,$36.33,1696261,$37.12,$37.35,$36.28
07/19/2023,$37.03,2314945,$37.28,$37.50,$36.88
07/18/2023,$37.16,2213798,$37.23,$37.99,$37.07
07/17/2023,$37.42,2821880,$35.66,$37.57,$35.35
07/14/2023,$34.91,2539757,$33.79,$34.99,$33.38
07/13/2023,$33.98,2439069,$35.20,$35.215,$33.76
07/12/2023,$35.30,1335394,$36.26,$36.44,$35.29
07/11/2023,$35.80,1454776,$35.54,$36.03,$35.22
07/10/2023,$35.32,1852740,$35.47,$35.955,$35.02
07/07/2023,$35.54,1068967,$35.40,$35.76,$35.25
07/06/2023,$35.52,1525157,$35.72,$36.00,$35.07
07/05/2023,$36.12,1558938,$37.39,$37.39,$36.09
07/03/2023,$37.29,733761,$37.61,$38.15,$37.2002
06/30/2023,$37.68,1469359,$38.10,$38.205,$37.15
06/29/2023,$37.85,1643487,$37.356,$38.20,$37.19
06/28/2023,$36.70,1144915,$37.27,$37.47,$36.33
06/27/2023,$37.47,1401418,$37.06,$37.74,$37.06
06/26/2023,$37.18,1516832,$37.01,$37.76,$36.8675
06/23/2023,$36.93,2624996,$37.05,$37.51,$36.58
06/22/2023,$37.21,1150406,$37.20,$37.45,$36.68
06/21/2023,$36.90,1861084,$36.28,$37.955,$36.205
06/20/2023,$36.24,1355782,$36.16,$36.50,$35.9077
06/16/2023,$36.08,1507043,$36.48,$36.60,$35.55
06/15/2023,$36.24,1179930,$35.10,$36.26,$35.10
06/14/2023,$35.59,1351924,$35.02,$35.70,$34.69
06/13/2023,$34.99,1586240,$34.76,$35.27,$34.11
06/12/2023,$34.39,1541347,$34.70,$34.70,$33.625
06/09/2023,$34.24,1688616,$35.25,$35.375,$34.09
06/08/2023,$34.95,2120552,$33.61,$35.02,$33.11
06/07/2023,$33.75,1963629,$33.07,$34.30,$33.07
06/06/2023,$32.73,1839028,$31.59,$33.32,$31.515
06/05/2023,$31.60,1289904,$31.65,$31.83,$31.062
06/02/2023,$31.80,2289203,$30.83,$31.99,$30.40
06/01/2023,$30.31,2453773,$30.73,$30.79,$29.88
05/31/2023,$31.03,1850419,$31.25,$31.46,$30.69
05/30/2023,$31.40,2571122,$30.00,$31.425,$29.7001
05/26/2023,$29.95,2361517,$29.11,$30.64,$28.965
05/25/2023,$28.56,5173049,$30.20,$30.88,$28.43
05/24/2023,$30.16,13645170,$27.35,$30.288,$26.61
05/23/2023,$23.01,2486645,$22.69,$23.43,$22.65
05/22/2023,$22.76,2428727,$23.01,$23.01,$22.21
05/19/2023,$22.86,2698397,$23.79,$23.885,$22.35
05/18/2023,$24.13,1314371,$23.92,$24.37,$23.72
05/17/2023,$24.23,1820956,$23.17,$24.45,$22.90
05/16/2023,$23.07,1480737,$24.25,$24.26,$23.045
05/15/2023,$24.45,1272664,$23.97,$24.48,$23.76
05/12/2023,$23.96,835571,$23.40,$23.98,$23.32
05/11/2023,$23.34,936235,$22.91,$23.44,$22.90
05/10/2023,$22.95,1217547,$23.90,$24.07,$22.86
05/09/2023,$23.44,1019117,$23.02,$23.60,$22.815
05/08/2023,$23.29,1148537,$22.94,$23.405,$22.56
05/05/2023,$22.72,883577,$22.24,$22.745,$22.24
05/04/2023,$21.83,1535741,$22.59,$22.81,$21.735
05/03/2023,$22.77,809571,$23.07,$23.40,$22.73
05/02/2023,$23.06,1526625,$23.17,$23.17,$22.26
05/01/2023,$23.30,819070,$23.58,$23.9086,$23.135
04/28/2023,$23.54,822773,$23.26,$23.65,$23.14
04/27/2023,$23.39,769013,$23.16,$23.43,$22.78
04/26/2023,$23.00,1174410,$22.94,$23.23,$22.82
04/25/2023,$22.96,1211042,$23.80,$23.9622,$22.82
04/24/2023,$24.20,1381790,$24.21,$24.33,$23.73
04/21/2023,$24.24,1192072,$24.23,$24.45,$23.96
04/20/2023,$24.35,1881654,$24.55,$25.1373,$23.992
04/19/2023,$24.67,1307335,$24.98,$24.99,$24.52
04/18/2023,$25.15,1523640,$24.96,$25.34,$24.48
04/17/2023,$24.89,1501572,$25.75,$25.75,$24.775
04/14/2023,$25.56,1459221,$25.68,$26.51,$25.375
04/13/2023,$25.49,1625484,$25.71,$25.71,$24.96
04/12/2023,$25.60,1539164,$26.85,$27.295,$25.57
04/11/2023,$27.43,823207,$27.35,$27.61,$27.07
04/10/2023,$27.28,1110337,$26.20,$27.50,$26.02
04/06/2023,$26.34,1067698,$26.19,$26.365,$25.53
04/05/2023,$26.60,1426873,$27.26,$27.41,$26.14
04/04/2023,$27.55,1070654,$27.97,$28.20,$27.415
04/03/2023,$27.90,1607549,$27.80,$28.385,$27.57
03/31/2023,$27.75,994328,$27.00,$27.80,$26.88
03/30/2023,$26.75,1694059,$26.50,$27.43,$26.49
03/29/2023,$26.16,1751486,$25.78,$26.19,$24.99
03/28/2023,$25.73,1825327,$25.33,$25.96,$25.12
03/27/2023,$25.20,1297206,$24.99,$25.29,$24.31
03/24/2023,$24.62,1416286,$24.44,$24.86,$24.13
03/23/2023,$24.62,1603835,$25.56,$25.755,$24.08
03/22/2023,$25.31,1200001,$25.96,$26.39,$25.31
03/21/2023,$25.83,1479225,$26.71,$27.21,$25.72
03/20/2023,$26.06,2237450,$26.31,$27.06,$25.74
03/17/2023,$25.96,2008400,$26.24,$26.57,$25.905
03/16/2023,$26.61,1369713,$26.33,$27.02,$25.91
03/15/2023,$26.60,1499679,$25.86,$26.73,$25.76
03/14/2023,$26.79,1746970,$26.53,$27.03,$26.11
03/13/2023,$25.62,2628792,$26.21,$26.465,$25.00
03/10/2023,$26.97,1534974,$26.53,$27.00,$26.18
03/09/2023,$27.03,1358642,$27.59,$27.77,$26.87
03/08/2023,$27.68,1261764,$28.19,$28.395,$27.60
03/07/2023,$28.36,1344475,$27.86,$28.71,$27.79
03/06/2023,$27.73,1712018,$28.52,$28.86,$27.605
03/03/2023,$28.52,1980482,$28.40,$28.875,$27.99
03/02/2023,$28.34,2234181,$29.10,$29.72,$27.955
03/01/2023,$29.23,3206928,$29.10,$30.00,$27.41
02/28/2023,$29.41,3424317,$28.97,$30.12,$28.83
02/27/2023,$28.73,1590550,$29.38,$29.52,$28.64
02/24/2023,$28.99,1479165,$28.44,$29.11,$27.92
02/23/2023,$28.96,1421062,$29.31,$29.575,$28.29
02/22/2023,$29.31,1381403,$28.95,$29.87,$28.68
02/21/2023,$28.90,1782775,$30.67,$30.67,$28.74
02/17/2023,$31.19,2114405,$30.34,$31.25,$30.10
02/16/2023,$30.09,1484738,$30.36,$30.725,$29.99
02/15/2023,$30.80,1027201,$30.92,$31.44,$30.77
02/14/2023,$31.01,1311543,$30.86,$31.69,$30.55
02/13/2023,$31.05,1352353,$30.48,$31.31,$30.24
02/10/2023,$30.49,1247848,$30.01,$30.925,$30.01
02/09/2023,$30.41,1318376,$30.67,$31.20,$30.305
02/08/2023,$30.10,1819589,$30.50,$30.72,$29.67
02/07/2023,$31.25,1343344,$30.10,$31.33,$29.82
02/06/2023,$30.51,1196180,$29.81,$30.54,$29.56
02/03/2023,$30.07,1504702,$29.43,$31.14,$29.43
02/02/2023,$29.87,1762634,$29.73,$29.96,$29.13
02/01/2023,$29.23,1535455,$28.77,$29.50,$28.18
01/31/2023,$28.96,1976032,$27.69,$28.99,$27.64
01/30/2023,$27.59,1044325,$27.00,$27.70,$26.865
01/27/2023,$27.31,952981,$27.75,$28.01,$27.275
01/26/2023,$27.84,1166718,$28.33,$28.96,$27.565
01/25/2023,$27.99,881103,$27.81,$28.24,$27.56
01/24/2023,$28.09,1024383,$28.86,$29.04,$28.08
01/23/2023,$28.86,2087265,$28.19,$29.255,$28.04
01/20/2023,$27.79,1173848,$27.08,$28.155,$26.80
01/19/2023,$27.06,1167539,$26.90,$27.21,$26.63
01/18/2023,$27.13,1355468,$27.10,$27.66,$26.92
01/17/2023,$27.11,1794735,$27.95,$27.95,$27.02
01/13/2023,$27.98,1706303,$26.52,$28.0717,$26.3809
01/12/2023,$26.91,2300814,$27.55,$27.66,$26.495
01/11/2023,$27.23,1768909,$28.17,$28.32,$27.11
01/10/2023,$27.80,2729037,$27.59,$27.89,$26.93
01/09/2023,$27.40,4281193,$26.445,$28.36,$25.9524
01/06/2023,$25.20,1988566,$24.66,$26.0055,$24.66
01/05/2023,$24.74,2218916,$24.71,$25.16,$23.965
01/04/2023,$25.21,1932442,$23.89,$25.34,$23.89
01/03/2023,$23.60,2173227,$23.24,$24.11,$23.03
12/30/2022,$22.91,987429,$22.62,$22.96,$22.17
12/29/2022,$22.88,1096768,$22.53,$23.24,$22.46
12/28/2022,$22.36,1267995,$22.03,$22.43,$22.02
12/27/2022,$22.06,1418929,$22.17,$22.3126,$21.795
12/23/2022,$22.26,1897954,$21.41,$22.61,$21.20
12/22/2022,$21.44,1147857,$21.52,$21.58,$21.03
12/21/2022,$21.92,734182,$22.29,$22.60,$21.74
12/20/2022,$21.61,1047680,$21.73,$21.91,$21.27
12/19/2022,$21.71,1177208,$21.82,$22.04,$21.44
12/16/2022,$21.78,3705981,$21.61,$22.09,$21.465
12/15/2022,$21.78,1503201,$22.79,$22.79,$21.72
12/14/2022,$23.21,802377,$22.99,$23.46,$22.75
12/13/2022,$23.11,1021652,$24.11,$24.25,$22.99
12/12/2022,$23.15,1288179,$23.76,$23.76,$23.01
12/09/2022,$23.59,1207190,$23.78,$24.06,$23.50
12/08/2022,$24.17,899421,$23.65,$24.26,$23.515
12/07/2022,$23.71,1542025,$22.90,$23.90,$22.55
12/06/2022,$22.90,1703397,$22.85,$23.39,$22.49
12/05/2022,$22.87,2107752,$23.96,$24.03,$22.83
12/02/2022,$24.31,1556194,$23.51,$24.57,$23.30
12/01/2022,$23.88,1616481,$23.89,$24.33,$23.65
11/30/2022,$23.98,1886183,$23.86,$24.17,$23.59
11/29/2022,$23.78,1538224,$23.86,$24.145,$23.60
11/28/2022,$24.08,2530160,$23.56,$24.38,$23.55
11/25/2022,$23.77,1527966,$24.21,$24.51,$23.70
11/23/2022,$23.98,3932039,$22.75,$24.10,$22.02
11/22/2022,$22.62,9299658,$22.14,$22.76,$21.12
11/21/2022,$18.63,2279245,$18.68,$19.00,$18.305
11/18/2022,$18.78,1780129,$19.04,$19.355,$18.51
11/17/2022,$18.59,1540852,$17.74,$18.66,$17.4901
11/16/2022,$17.88,1947774,$18.40,$18.65,$17.32
11/15/2022,$19.30,1717587,$19.49,$19.90,$18.965
11/14/2022,$18.83,1334513,$18.73,$19.09,$18.16
11/11/2022,$18.97,1276421,$19.20,$19.335,$18.64
11/10/2022,$19.05,1699505,$17.76,$19.09,$17.76
11/09/2022,$16.89,1048055,$17.63,$17.63,$16.81
11/08/2022,$17.61,1112617,$17.54,$17.695,$16.94
11/07/2022,$17.31,965759,$17.22,$17.54,$16.87
11/04/2022,$17.15,816393,$17.61,$17.64,$16.77
11/03/2022,$17.25,1209668,$16.31,$17.44,$15.95
11/02/2022,$16.54,1230120,$17.59,$17.66,$16.499
11/01/2022,$17.74,1487753,$17.92,$18.40,$17.47
10/31/2022,$17.58,1783949,$18.49,$18.69,$17.54
10/28/2022,$18.71,1330196,$18.38,$18.765,$17.81
10/27/2022,$18.08,982771,$18.33,$18.75,$18.06
10/26/2022,$18.15,1114022,$18.08,$18.675,$17.87
10/25/2022,$18.19,1423497,$17.20,$18.43,$17.20
10/24/2022,$17.33,1183268,$17.04,$17.465,$16.80
10/21/2022,$16.94,806355,$16.62,$17.10,$16.48
10/20/2022,$16.52,939711,$16.72,$17.34,$16.52
10/19/2022,$16.65,1004009,$17.05,$17.2699,$16.325
10/18/2022,$17.06,999228,$17.49,$17.75,$16.86
10/17/2022,$17.06,1224617,$16.87,$17.23,$16.75
10/14/2022,$16.43,1704558,$16.50,$16.85,$15.92
10/13/2022,$16.02,1586643,$14.85,$16.40,$14.62
10/12/2022,$15.50,1854680,$15.43,$15.88,$15.17
10/11/2022,$15.44,1899023,$15.47,$15.98,$14.63
10/10/2022,$15.44,1521493,$15.27,$15.69,$15.01
10/07/2022,$15.17,2227020,$16.03,$16.33,$14.785
10/06/2022,$16.38,1802333,$15.99,$16.72,$15.80
10/05/2022,$16.05,2290397,$15.85,$16.16,$15.115
10/04/2022,$16.15,1700300,$16.10,$16.47,$15.71
10/03/2022,$15.67,2495198,$15.94,$16.20,$15.37
09/30/2022,$15.55,1880600,$14.92,$15.9182,$14.43
09/29/2022,$15.43,1372570,$16.24,$16.345,$15.32
09/28/2022,$16.57,1873640,$16.00,$16.70,$16.00
09/27/2022,$16.03,2285395,$15.77,$16.81,$15.52
09/26/2022,$15.53,2511181,$16.04,$16.38,$15.50
09/23/2022,$15.88,3563362,$15.27,$15.94,$15.23
09/22/2022,$15.61,2254042,$15.66,$16.09,$15.55
09/21/2022,$15.59,1450497,$16.09,$16.46,$15.59
09/20/2022,$15.93,2082642,$15.87,$16.19,$15.63
09/19/2022,$16.05,1924829,$15.35,$16.31,$15.35
09/16/2022,$15.48,2753587,$14.70,$15.615,$14.62
09/15/2022,$15.05,1796061,$15.13,$15.87,$14.95
09/14/2022,$15.34,1425773,$15.60,$15.66,$15.09
09/13/2022,$15.52,1620927,$15.87,$16.25,$15.445
09/12/2022,$16.60,2168209,$16.40,$16.97,$16.311
09/09/2022,$16.20,1580522,$16.11,$16.51,$16.08
